,Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
2,18,Bauru,Joinville   AABJ ,1,Lucas,21.4,18,40,2,6,6,11,0,0,3,1,4,0,1,0,2.0,1.0,3,3
3,18,Bauru,Joinville   AABJ ,1,Gustavo,29.1,5,18,1,4,1,3,0,0,5,1,6,3,0,0,3.0,1.0,0,0
4,18,Bauru,Joinville   AABJ ,1,Larry,31.6,4,27,0,3,1,8,2,2,6,0,6,5,1,0,1.0,3.0,1,0
5,18,Bauru,Joinville   AABJ ,1,Pará,14.5,4,9,0,1,1,2,2,2,0,1,1,1,0,0,0.0,1.0,0,0
6,18,Bauru,Joinville   AABJ ,1,Cauê,12.2,3,6,0,0,1,2,1,2,1,2,3,1,0,0,4.0,1.0,1,0
7,18,Bauru,Joinville   AABJ ,1,Vinicius,3.8,3,3,0,0,1,1,1,1,0,1,1,0,0,0,2.0,1.0,0,0
8,18,Bauru,Joinville   AABJ ,1,Fúlvio,30.5,3,11,1,3,0,1,0,0,2,0,2,6,3,0,2.0,1.0,6,0
9,18,Bauru,Joinville   AABJ ,1,Renato,4.4,2,2,0,0,1,1,0,0,1,1,2,1,0,0,1.0,0.0,0,0
10,18,Bauru,Joinville   AABJ ,1,Emanuel,0.9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0
11,18,Bauru,Joinville   AABJ ,1,Alex,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,18,Bauru,Joinville   AABJ ,1,Equipe,0.0,84,182,12,31,17,37,14,15,28,11,39,19,9,0,20.0,16.0,14,3
0,18,Joinville   AABJ ,Bauru,2,Vezaro,36.3,25,45,6,10,2,6,3,3,4,2,6,2,1,0,2.0,3.0,4,0
1,18,Joinville   AABJ ,Bauru,2,Dieguinho,32.8,17,34,3,8,4,5,0,0,3,2,5,4,3,0,2.0,3.0,1,0
2,18,Joinville   AABJ ,Bauru,2,Cook,36.7,11,32,2,4,1,8,3,4,3,1,4,4,3,0,4.0,5.0,4,0
3,18,Joinville   AABJ ,Bauru,2,Mathias,34.5,9,22,1,2,3,7,0,2,10,4,14,0,0,2,2.0,1.0,2,0
4,18,Joinville   AABJ ,Bauru,2,J. Socas,33.2,7,21,0,2,3,6,1,3,1,1,2,6,3,0,1.0,5.0,4,0
5,18,Joinville   AABJ ,Bauru,2,Maxwell,16.1,7,14,0,0,3,6,1,2,2,1,3,0,1,0,2.0,2.0,2,1
6,18,Joinville   AABJ ,Bauru,2,M. Diniz,0.7,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,0
7,18,Joinville   AABJ ,Bauru,2,Starks,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
8,18,Joinville   AABJ ,Bauru,2,Jerônimo,5.3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1.0,0.0,1,0
9,18,Joinville   AABJ ,Bauru,2,Colimerio,4.5,0,5,0,1,0,1,0,0,1,0,1,0,0,0,0.0,0.0,0,0
10,18,Joinville   AABJ ,Bauru,2,Equipe,0.0,76,176,12,28,16,39,8,14,28,13,41,16,11,2,16.0,19.0,19,1
0,18,Sesi Franca,Mogi,1,Elinho,29.2,28,42,6,10,5,6,0,0,4,3,7,10,2,0,1.0,0.0,0,0
1,18,Sesi Franca,Mogi,1,Didi,23.5,15,32,3,8,2,3,2,2,4,0,4,0,1,0,2.0,4.0,0,1
2,18,Sesi Franca,Mogi,1,Lucas Dias,21.6,9,13,1,1,3,5,0,0,3,0,3,1,1,0,3.0,4.0,2,1
3,18,Sesi Franca,Mogi,1,David Jackson,16.8,7,14,0,2,3,3,1,2,3,1,4,1,1,0,1.0,1.0,0,0
4,18,Sesi Franca,Mogi,1,Cipolini,25.1,6,19,1,5,1,1,1,2,7,1,8,1,1,1,1.0,1.0,0,0
5,18,Sesi Franca,Mogi,1,Jimmy,25.4,6,20,0,2,2,6,2,2,3,1,4,1,0,1,2.0,1.0,1,0
6,18,Sesi Franca,Mogi,1,André Goes,16.3,4,13,0,3,2,2,0,0,0,0,0,1,1,1,2.0,0.0,0,0
7,18,Sesi Franca,Mogi,1,Augusto,4.7,3,4,0,0,1,1,1,2,1,0,1,0,0,0,1.0,1.0,1,0
8,18,Sesi Franca,Mogi,1,Alexey,20.8,2,10,0,2,1,2,0,0,4,1,5,1,2,0,2.0,2.0,2,0
9,18,Sesi Franca,Mogi,1,Guilherme,11.6,2,12,0,2,1,2,0,2,1,0,1,0,0,0,1.0,2.0,1,0
10,18,Sesi Franca,Mogi,1,Márcio,2.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0.0,0,0
11,18,Sesi Franca,Mogi,1,Adriano Big,2.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0.0,0,0
12,18,Sesi Franca,Mogi,1,Equipe,0.0,82,179,11,35,21,31,7,12,32,7,39,16,9,3,18.0,16.0,8,2
0,18,Mogi,Sesi Franca,2,JP Batista,32.2,17,31,0,1,7,12,3,4,6,5,11,2,0,0,0.0,3.0,2,0
1,18,Mogi,Sesi Franca,2,Shamell,37.3,17,43,2,6,4,11,3,3,8,2,10,5,0,0,3.0,4.0,0,0
2,18,Mogi,Sesi Franca,2,Lessa,30.2,11,32,1,7,3,4,2,3,5,3,8,2,0,0,1.0,3.0,1,0
3,18,Mogi,Sesi Franca,2,Filipin,23.9,10,16,2,4,1,1,2,2,0,0,0,0,0,0,3.0,1.0,1,0
4,18,Mogi,Sesi Franca,2,Gruber,27.9,6,31,0,5,3,7,0,2,3,1,4,0,2,0,5.0,4.0,3,1
5,18,Mogi,Sesi Franca,2,João Pedro,8.1,2,2,0,0,1,1,0,0,1,0,1,0,0,0,2.0,1.0,0,0
6,18,Mogi,Sesi Franca,2,Pecos,22.8,2,20,0,2,1,7,0,0,4,2,6,2,1,0,0.0,0.0,0,0
7,18,Mogi,Sesi Franca,2,José Carlos,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0
8,18,Mogi,Sesi Franca,2,Cafferata,7.9,0,9,0,1,0,3,0,0,1,0,1,1,0,0,1.0,2.0,1,0
9,18,Mogi,Sesi Franca,2,Lucas,6.9,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1.0,0.0,1,0
10,18,Mogi,Sesi Franca,2,Equipe,0.0,65,186,5,26,20,47,10,14,29,16,45,12,3,0,16.0,18.0,12,1
0,18,Paulistano,Bauru,1,Georginho,30.0,14,30,1,4,4,7,3,4,0,0,0,3,1,2,1.0,3.0,1,2
1,18,Paulistano,Bauru,1,Vitão,22.8,12,16,2,2,3,5,0,0,3,3,6,3,2,1,2.0,1.0,1,0
2,18,Paulistano,Bauru,1,Yago,30.1,11,15,1,2,3,3,2,3,3,0,3,4,1,0,2.0,4.0,5,0
3,18,Paulistano,Bauru,1,Léo Meindl,30.0,10,33,0,3,4,8,2,6,11,2,13,3,0,0,2.0,5.0,3,0
4,18,Paulistano,Bauru,1,Guilherme,23.2,9,18,0,2,4,5,1,2,2,4,6,1,0,1,4.0,1.0,0,1
5,18,Paulistano,Bauru,1,Antonio,14.5,8,10,2,2,1,2,0,0,3,0,3,2,1,0,1.0,0.0,2,0
6,18,Paulistano,Bauru,1,Eddy,19.0,6,17,2,5,0,1,0,0,3,1,4,2,1,0,1.0,0.0,2,0
7,18,Paulistano,Bauru,1,Du Sommer,9.7,4,6,0,0,2,2,0,0,0,2,2,0,0,0,2.0,2.0,3,1
8,18,Paulistano,Bauru,1,Renan,12.6,0,10,0,2,0,2,0,0,0,0,0,1,0,0,2.0,1.0,1,0
9,18,Paulistano,Bauru,1,Alex,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,18,Paulistano,Bauru,1,Beto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,18,Paulistano,Bauru,1,Roquemore,8.2,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0.0,3.0,2,0
12,18,Paulistano,Bauru,1,Equipe,0.0,74,158,8,23,21,35,8,15,27,13,40,19,6,4,18.0,20.0,21,4
0,18,Bauru,Paulistano,2,Lucas,32.8,19,35,1,5,8,10,0,0,7,4,11,4,1,0,2.0,2.0,1,0
1,18,Bauru,Paulistano,2,Larry,34.3,13,29,0,2,6,11,1,1,5,0,5,4,3,0,1.0,7.0,1,0
2,18,Bauru,Paulistano,2,Gustavo,25.6,10,21,1,4,3,4,1,1,0,1,1,2,2,0,3.0,2.0,2,0
3,18,Bauru,Paulistano,2,Enzo,34.6,10,25,2,7,2,2,0,0,2,0,2,0,1,0,4.0,0.0,1,0
4,18,Bauru,Paulistano,2,Jefferson,21.6,9,21,2,4,1,4,1,1,1,0,1,2,2,1,4.0,3.0,2,0
5,18,Bauru,Paulistano,2,Fúlvio,21.2,7,16,2,5,0,0,1,1,2,0,2,6,0,0,3.0,0.0,4,0
6,18,Bauru,Paulistano,2,Alex,6.1,4,6,0,0,2,3,0,0,0,1,1,0,1,0,1.0,1.0,3,0
7,18,Bauru,Paulistano,2,Renato,2.0,2,2,0,0,1,1,0,0,1,0,1,0,0,0,1.0,0.0,0,0
8,18,Bauru,Paulistano,2,Cauê,15.3,2,15,0,3,1,3,0,0,1,0,1,1,2,0,1.0,1.0,0,0
9,18,Bauru,Paulistano,2,Pará,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,18,Bauru,Paulistano,2,Vinicius,5.5,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0.0,1.0,1,0
11,18,Bauru,Paulistano,2,Equipe,0.0,76,172,8,30,24,39,4,4,20,10,30,19,12,1,21.0,17.0,15,0
0,18,São José,Corinthians,1,Douglas Nunes,36.1,15,35,1,4,5,10,2,3,5,1,6,1,1,0,2.0,5.0,2,1
1,18,São José,Corinthians,1,Sahdi,27.7,15,40,3,10,2,4,2,2,1,0,1,6,0,0,4.0,2.0,2,0
2,18,São José,Corinthians,1,Dedé,21.4,11,33,0,4,3,8,5,5,3,2,5,0,1,0,2.0,2.0,0,0
3,18,São José,Corinthians,1,Pedro,25.9,6,14,1,1,1,3,1,5,2,2,4,2,3,0,0.0,3.0,3,0
4,18,São José,Corinthians,1,Pastor,20.8,5,9,1,1,1,3,0,0,3,2,5,0,0,0,4.0,1.0,0,0
5,18,São José,Corinthians,1,Coimbra,16.9,4,14,0,1,2,5,0,1,3,1,4,0,0,0,4.0,2.0,3,0
6,18,São José,Corinthians,1,Schneider,21.1,3,25,1,7,0,2,0,0,1,0,1,2,3,0,2.0,0.0,0,0
7,18,São José,Corinthians,1,Hélio,12.2,2,11,0,3,0,0,2,2,1,2,3,0,0,0,2.0,1.0,0,0
8,18,São José,Corinthians,1,Conceição,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,18,São José,Corinthians,1,Guirro,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,18,São José,Corinthians,1,Eugeniusz,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,18,São José,Corinthians,1,Márcio,17.8,0,11,0,3,0,1,0,0,2,1,3,1,1,0,4.0,0.0,0,0
12,18,São José,Corinthians,1,Equipe,0.0,61,192,7,34,14,36,12,18,24,14,38,12,9,0,24.0,16.0,10,1
0,18,Corinthians,São José,2,Fuller,35.6,24,37,2,4,4,7,10,11,6,0,6,1,0,0,1.0,10.0,2,0
1,18,Corinthians,São José,2,Parodi,34.3,12,35,2,7,3,7,0,0,2,0,2,7,1,0,2.0,3.0,4,0
2,18,Corinthians,São José,2,Teichmann,24.4,8,8,0,0,4,4,0,0,6,2,8,1,3,1,4.0,1.0,3,3
3,18,Corinthians,São José,2,Giovannoni,22.0,7,19,0,0,1,6,5,7,5,1,6,3,2,0,2.0,4.0,1,0
4,18,Corinthians,São José,2,Humberto,21.2,6,15,1,3,1,2,1,2,1,0,1,0,0,0,2.0,1.0,0,0
5,18,Corinthians,São José,2,Aguiar,19.3,6,12,1,2,1,2,1,2,1,0,1,0,0,0,0.0,2.0,1,0
6,18,Corinthians,São José,2,Douglas Santos,14.6,5,10,0,0,2,4,1,2,3,2,5,0,0,0,1.0,1.0,1,0
7,18,Corinthians,São José,2,Abner,4.2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,1,0
8,18,Corinthians,São José,2,Gustavinho,5.7,2,7,0,1,1,2,0,0,1,1,2,1,0,0,3.0,1.0,1,0
9,18,Corinthians,São José,2,Nicolas Ronsini,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,18,Corinthians,São José,2,Shilton,14.8,0,2,0,0,0,1,0,0,8,1,9,2,0,0,2.0,1.0,1,0
11,18,Corinthians,São José,2,Gui Bento,3.9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0.0,0,0
12,18,Corinthians,São José,2,Equipe,0.0,72,147,6,17,18,36,18,24,37,8,45,15,6,1,18.0,24.0,16,3
0,18,Paulistano,Sesi Franca,1,Léo Meindl,29.2,16,25,1,2,5,8,3,3,3,1,4,1,0,0,3.0,3.0,4,0
1,18,Paulistano,Sesi Franca,1,Yago,26.6,15,40,3,9,2,5,2,3,0,0,0,3,4,0,2.0,2.0,3,0
2,18,Paulistano,Sesi Franca,1,Renan,22.2,15,32,1,3,5,9,2,3,3,3,6,2,0,0,2.0,2.0,1,2
3,18,Paulistano,Sesi Franca,1,Georginho,30.4,15,31,2,6,1,1,7,11,6,0,6,5,0,4,2.0,7.0,1,0
4,18,Paulistano,Sesi Franca,1,Eddy,18.7,9,21,3,7,0,0,0,0,3,0,3,0,0,0,1.0,0.0,0,0
5,18,Paulistano,Sesi Franca,1,Guilherme,14.4,5,12,1,2,1,3,0,0,0,0,0,2,0,0,3.0,0.0,0,0
6,18,Paulistano,Sesi Franca,1,Du Sommer,23.1,4,6,0,0,1,2,2,2,8,2,10,1,0,0,4.0,2.0,0,0
7,18,Paulistano,Sesi Franca,1,Antonio,7.9,3,3,1,1,0,0,0,0,3,0,3,2,0,0,3.0,0.0,0,0
8,18,Paulistano,Sesi Franca,1,Vitão,7.4,2,2,0,0,1,1,0,0,1,1,2,1,0,0,0.0,0.0,0,0
9,18,Paulistano,Sesi Franca,1,Roquemore,19.6,2,10,0,2,1,2,0,0,1,0,1,0,0,0,1.0,1.0,2,0
10,18,Paulistano,Sesi Franca,1,Alex,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0
11,18,Paulistano,Sesi Franca,1,Beto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,18,Paulistano,Sesi Franca,1,Equipe,0.0,86,182,12,32,17,31,16,22,28,7,35,17,4,4,22.0,17.0,12,2
0,18,Sesi Franca,Paulistano,2,Cipolini,29.3,22,32,4,7,4,4,2,3,4,2,6,0,1,0,2.0,2.0,3,0
1,18,Sesi Franca,Paulistano,2,Elinho,35.2,14,25,2,5,2,3,4,4,8,0,8,7,2,0,4.0,4.0,3,0
2,18,Sesi Franca,Paulistano,2,David Jackson,37.0,14,28,2,6,3,4,2,2,5,0,5,5,1,0,1.0,4.0,3,0
3,18,Sesi Franca,Paulistano,2,Lucas Dias,34.2,13,33,1,6,3,5,4,5,5,1,6,2,2,1,1.0,3.0,1,0
4,18,Sesi Franca,Paulistano,2,Didi,17.2,11,26,2,2,2,8,1,4,2,2,4,1,1,0,2.0,3.0,0,0
5,18,Sesi Franca,Paulistano,2,Jimmy,18.0,9,27,1,3,2,7,2,4,1,1,2,2,0,0,1.0,3.0,1,1
6,18,Sesi Franca,Paulistano,2,André Goes,17.3,7,14,1,2,1,3,2,2,2,0,2,0,0,0,2.0,1.0,0,0
7,18,Sesi Franca,Paulistano,2,Alexey,12.0,3,6,0,0,1,2,1,2,1,2,3,2,1,0,5.0,1.0,1,0
8,18,Sesi Franca,Paulistano,2,Augusto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,18,Sesi Franca,Paulistano,2,Guilherme,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,18,Sesi Franca,Paulistano,2,Equipe,0.0,93,191,13,31,18,36,18,26,30,11,41,19,8,1,18.0,21.0,12,1
0,18,Brasília,Pinheiros,1,Graterol,35.8,23,36,0,1,10,13,3,3,5,5,10,2,2,3,2.0,2.0,5,3
1,18,Brasília,Pinheiros,1,Nezinho,26.7,21,33,4,6,3,5,3,5,4,1,5,7,2,0,5.0,4.0,4,0
2,18,Brasília,Pinheiros,1,Arthur,32.2,15,28,0,3,4,6,7,7,2,0,2,2,2,0,3.0,4.0,1,0
3,18,Brasília,Pinheiros,1,Rafa Moreira,27.2,9,21,1,5,2,2,2,2,3,0,3,0,2,1,4.0,1.0,1,0
4,18,Brasília,Pinheiros,1,Pedrinho Rava,22.8,7,12,1,2,1,2,2,2,1,0,1,0,2,0,2.0,2.0,2,0
5,18,Brasília,Pinheiros,1,Gui Santos,18.9,6,17,0,1,2,6,2,2,0,1,1,1,1,0,1.0,2.0,1,0
6,18,Brasília,Pinheiros,1,Danilo,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
7,18,Brasília,Pinheiros,1,Rodrigo,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
8,18,Brasília,Pinheiros,1,Andrezão,5.3,0,6,0,2,0,0,0,0,0,0,0,0,0,1,2.0,0.0,1,0
9,18,Brasília,Pinheiros,1,Marcelão,4.3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2.0,0.0,0,0
10,18,Brasília,Pinheiros,1,Pedro,23.9,0,9,0,1,0,3,0,0,4,2,6,0,1,0,3.0,1.0,1,0
11,18,Brasília,Pinheiros,1,Von Haydin,3.0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,18,Brasília,Pinheiros,1,Equipe,0.0,81,168,6,23,22,37,19,21,23,10,33,12,13,6,26.0,16.0,19,3
0,18,Pinheiros,Brasília,2,Bennett,34.4,20,27,3,4,5,6,1,3,2,2,4,4,3,0,2.0,4.0,4,1
1,18,Pinheiros,Brasília,2,Dawkins,26.4,16,26,4,6,0,2,4,4,1,1,2,7,3,0,2.0,2.0,6,0
2,18,Pinheiros,Brasília,2,Ware,16.2,10,15,2,3,2,3,0,0,3,0,3,2,0,0,4.0,0.0,0,0
3,18,Pinheiros,Brasília,2,Isaac,28.3,10,18,1,3,1,2,5,5,1,1,2,1,0,0,1.0,4.0,2,0
4,18,Pinheiros,Brasília,2,Toledo,23.4,6,18,0,0,2,8,2,2,7,1,8,0,1,1,2.0,2.0,0,0
5,18,Pinheiros,Brasília,2,Renato,28.3,5,14,0,2,2,3,1,2,3,2,5,0,3,0,0.0,3.0,3,0
6,18,Pinheiros,Brasília,2,Ruivo,18.2,5,6,0,0,0,0,5,6,1,0,1,0,0,0,1.0,3.0,0,0
7,18,Pinheiros,Brasília,2,Gabriel,11.0,3,13,1,3,0,2,0,0,0,1,1,0,0,0,3.0,0.0,1,0
8,18,Pinheiros,Brasília,2,Betinho,13.2,2,26,0,6,0,3,2,2,3,0,3,2,0,0,2.0,4.0,2,0
9,18,Pinheiros,Brasília,2,Mamedes,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,18,Pinheiros,Brasília,2,Equipe,0.0,77,163,11,27,12,29,20,24,23,10,33,16,10,1,17.0,22.0,19,1
0,18,Vasco da Gama,Flamengo,1,Duda,35.3,16,52,2,11,3,7,4,5,6,1,7,2,1,0,3.0,2.0,1,0
1,18,Vasco da Gama,Flamengo,1,Rafael,25.3,9,13,0,0,3,5,3,3,1,3,4,1,0,0,0.0,2.0,1,1
2,18,Vasco da Gama,Flamengo,1,Alexei,15.1,9,17,1,3,2,3,2,2,1,0,1,1,0,0,3.0,1.0,4,0
3,18,Vasco da Gama,Flamengo,1,C. Torres,14.2,8,16,2,2,0,4,2,2,3,2,5,1,1,0,1.0,1.0,1,0
4,18,Vasco da Gama,Flamengo,1,Gabriel,14.9,8,19,1,4,2,3,1,1,4,0,4,2,1,0,2.0,3.0,0,0
5,18,Vasco da Gama,Flamengo,1,Lucão,19.9,7,14,0,0,3,6,1,2,3,2,5,0,0,0,2.0,2.0,1,1
6,18,Vasco da Gama,Flamengo,1,Lupa,19.8,5,17,0,1,1,4,3,6,1,4,5,1,2,0,1.0,4.0,2,0
7,18,Vasco da Gama,Flamengo,1,Gemerson,16.8,3,21,1,5,0,3,0,0,3,0,3,0,0,0,1.0,2.0,0,0
8,18,Vasco da Gama,Flamengo,1,Vithinho,24.8,2,21,0,5,1,3,0,0,2,2,4,4,0,0,1.0,0.0,4,0
9,18,Vasco da Gama,Flamengo,1,L. Felipe,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,18,Vasco da Gama,Flamengo,1,Rafael,12.2,0,9,0,1,0,3,0,0,1,1,2,1,0,0,1.0,0.0,2,0
11,18,Vasco da Gama,Flamengo,1,Armani,1.8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0,0
12,18,Vasco da Gama,Flamengo,1,Equipe,0.0,67,199,7,32,15,41,16,21,27,20,47,14,5,0,17.0,17.0,17,2
0,18,Flamengo,Vasco da Gama,2,Marquinhos,24.2,25,37,6,9,3,4,1,2,3,0,3,6,1,0,1.0,2.0,3,0
1,18,Flamengo,Vasco da Gama,2,Nesbitt,23.6,19,21,4,4,1,2,5,5,4,2,6,3,2,0,3.0,2.0,0,0
2,18,Flamengo,Vasco da Gama,2,Deryk,21.3,14,17,4,5,0,0,2,2,0,0,0,2,2,0,0.0,1.0,2,0
3,18,Flamengo,Vasco da Gama,2,Varejão,20.2,13,25,0,1,4,8,5,6,9,4,13,2,0,1,2.0,3.0,1,0
4,18,Flamengo,Vasco da Gama,2,Olivinha,13.6,10,28,0,4,4,7,2,2,0,4,4,0,0,0,2.0,1.0,0,0
5,18,Flamengo,Vasco da Gama,2,Mineiro,16.8,10,15,0,1,5,6,0,0,6,1,7,2,1,0,1.0,0.0,0,0
6,18,Flamengo,Vasco da Gama,2,Crescenzi,15.2,7,21,1,5,2,3,0,0,2,1,3,0,0,0,1.0,0.0,2,0
7,18,Flamengo,Vasco da Gama,2,Balbi,17.3,5,13,1,3,1,2,0,0,1,0,1,7,2,0,4.0,2.0,2,0
8,18,Flamengo,Vasco da Gama,2,Jhonatan,21.2,2,24,0,5,1,4,0,1,3,1,4,2,1,0,2.0,1.0,0,0
9,18,Flamengo,Vasco da Gama,2,Ruan,3.7,2,4,0,0,1,2,0,0,0,0,0,0,1,0,1.0,0.0,0,0
10,18,Flamengo,Vasco da Gama,2,Davi,21.3,0,5,0,1,0,1,0,0,3,0,3,4,0,0,1.0,3.0,0,0
11,18,Flamengo,Vasco da Gama,2,Aieser,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,18,Flamengo,Vasco da Gama,2,Equipe,0.0,107,210,16,38,22,39,15,18,34,13,47,28,10,1,18.0,15.0,10,0
0,18,São José,Sesi Franca,1,Douglas Nunes,35.6,20,35,2,3,5,11,4,4,5,1,6,2,2,0,3.0,1.0,2,1
1,18,São José,Sesi Franca,1,Sahdi,27.4,13,23,2,5,2,2,3,4,2,0,2,6,1,0,1.0,3.0,2,0
2,18,São José,Sesi Franca,1,Pedro,27.1,13,26,3,5,1,4,2,3,2,1,3,1,1,0,2.0,5.0,0,0
3,18,São José,Sesi Franca,1,Pastor,19.9,9,17,1,1,3,7,0,0,2,1,3,0,0,0,1.0,2.0,3,1
4,18,São José,Sesi Franca,1,Schneider,28.4,7,22,1,6,0,0,4,4,0,0,0,3,1,0,4.0,3.0,2,0
5,18,São José,Sesi Franca,1,Coimbra,12.4,7,12,0,0,3,5,1,2,1,3,4,0,0,0,5.0,2.0,3,0
6,18,São José,Sesi Franca,1,Márcio,29.2,5,11,1,3,1,1,0,0,2,1,3,1,3,0,3.0,2.0,1,0
7,18,São José,Sesi Franca,1,Hélio,12.6,3,9,0,2,1,1,1,1,1,0,1,1,0,0,2.0,2.0,1,0
8,18,São José,Sesi Franca,1,Conceição,1.6,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,18,São José,Sesi Franca,1,Eugeniusz,1.8,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0.0,1.0,0,0
10,18,São José,Sesi Franca,1,Dedé,3.9,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0
11,18,São José,Sesi Franca,1,Equipe,0.0,80,162,10,26,17,32,16,20,15,8,23,14,8,0,22.0,21.0,14,2
0,18,Sesi Franca,São José,2,Lucas Dias,29.9,19,34,1,3,5,9,6,7,1,0,1,4,0,0,1.0,6.0,2,1
1,18,Sesi Franca,São José,2,David Jackson,22.9,18,22,4,4,2,4,2,2,3,0,3,0,2,0,3.0,3.0,0,0
2,18,Sesi Franca,São José,2,Cipolini,22.1,14,14,2,2,4,4,0,0,6,2,8,0,0,0,1.0,1.0,4,2
3,18,Sesi Franca,São José,2,Didi,17.9,12,19,3,5,1,1,1,2,1,0,1,1,1,0,2.0,1.0,3,1
4,18,Sesi Franca,São José,2,Alexey,24.4,11,20,1,3,2,3,4,5,1,2,3,3,2,0,2.0,4.0,0,0
5,18,Sesi Franca,São José,2,André Goes,25.9,10,18,2,4,2,3,0,0,5,1,6,0,0,0,3.0,0.0,0,0
6,18,Sesi Franca,São José,2,Jimmy,25.6,6,22,0,4,3,5,0,0,3,2,5,1,0,0,4.0,2.0,4,0
7,18,Sesi Franca,São José,2,Elinho,22.5,4,6,0,0,2,3,0,0,2,0,2,6,0,0,2.0,4.0,2,0
8,18,Sesi Franca,São José,2,Augusto,2.2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1.0,0.0,0,0
9,18,Sesi Franca,São José,2,Guilherme,6.7,2,5,0,1,1,1,0,0,0,0,0,1,0,0,2.0,0.0,1,0
10,18,Sesi Franca,São José,2,Equipe,0.0,98,162,13,26,23,34,13,16,25,10,35,16,5,0,21.0,21.0,16,4
0,18,Mogi,Botafogo,1,Gruber,31.3,21,40,2,7,5,7,5,5,2,2,4,2,0,0,4.0,6.0,2,1
1,18,Mogi,Botafogo,1,Pecos,32.6,20,23,3,3,3,4,5,6,3,1,4,8,1,0,3.0,4.0,2,0
2,18,Mogi,Botafogo,1,Deodato,38.8,18,38,2,7,5,7,2,3,2,1,3,1,3,0,3.0,3.0,6,0
3,18,Mogi,Botafogo,1,Shamell,34.6,8,23,1,3,1,5,3,4,5,0,5,6,0,0,2.0,5.0,1,0
4,18,Mogi,Botafogo,1,Filipin,8.2,6,10,1,2,0,0,3,4,0,0,0,0,0,0,2.0,3.0,0,0
5,18,Mogi,Botafogo,1,JP Batista,21.8,6,6,0,0,2,2,2,2,5,1,6,5,0,0,5.0,3.0,2,0
6,18,Mogi,Botafogo,1,Lessa,5.5,4,6,0,0,2,3,0,0,1,0,1,1,1,0,1.0,0.0,1,0
7,18,Mogi,Botafogo,1,João Pedro,11.2,4,6,0,0,2,3,0,0,3,0,3,0,0,0,1.0,0.0,0,1
8,18,Mogi,Botafogo,1,José Carlos,7.1,2,5,0,1,1,1,0,0,1,0,1,0,0,0,0.0,0.0,0,0
9,18,Mogi,Botafogo,1,Murilo,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
