,Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
5,17,Bauru,Basq. Cearense,2,Isaac,17.9,8,22,0,4,4,5,0,0,1,0,1,0,0,0,2.0,0.0,2,0
6,17,Bauru,Basq. Cearense,2,Alex,20.1,6,23,0,4,2,3,2,5,0,3,3,4,0,0,4.0,2.0,2,0
7,17,Bauru,Basq. Cearense,2,Michael,6.1,2,2,0,0,1,1,0,0,1,1,2,0,0,1,0.0,1.0,1,0
8,17,Bauru,Basq. Cearense,2,Stefano,8.0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1.0,2.0,1,0
9,17,Bauru,Basq. Cearense,2,Matulionis,4.5,0,5,0,1,0,1,0,0,1,1,2,0,0,0,1.0,0.0,0,0
10,17,Bauru,Basq. Cearense,2,Shilton,1.9,0,2,0,0,0,1,0,0,0,2,2,0,0,0,1.0,0.0,0,0
11,17,Bauru,Basq. Cearense,2,Equipe,0.0,80,173,9,29,21,34,11,18,9,32,41,21,6,3,23.0,19.0,12,1
0,17,Bauru,Mogi,1,Gabriel Jaú,28.2,17,27,1,3,5,7,4,4,3,5,8,0,1,1,2.0,6.0,1,0
1,17,Bauru,Mogi,1,Anthony,31.4,16,40,2,8,4,7,2,2,0,1,1,4,0,0,3.0,3.0,0,0
2,17,Bauru,Mogi,1,Duda,34.3,16,31,3,6,2,4,3,5,1,4,5,1,0,0,1.0,3.0,2,0
3,17,Bauru,Mogi,1,Alex,25.5,11,27,3,7,1,3,0,0,1,1,2,3,0,0,0.0,0.0,1,0
4,17,Bauru,Mogi,1,Renan,18.0,8,17,1,3,2,3,1,2,0,4,4,0,0,0,4.0,1.0,0,0
5,17,Bauru,Mogi,1,Matulionis,16.8,3,9,1,3,0,0,0,0,0,4,4,1,0,0,3.0,1.0,0,0
6,17,Bauru,Mogi,1,Michael,7.8,2,2,0,0,1,1,0,0,1,0,1,1,0,1,0.0,0.0,0,1
7,17,Bauru,Mogi,1,Hettsheimeir,22.5,2,23,0,3,1,7,0,0,2,6,8,0,1,0,2.0,1.0,1,0
8,17,Bauru,Mogi,1,Stefano,8.6,0,5,0,1,0,1,0,0,0,1,1,1,1,0,3.0,0.0,1,0
9,17,Bauru,Mogi,1,Pará,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,17,Bauru,Mogi,1,Isaac,7.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0.0,3,0
11,17,Bauru,Mogi,1,João Marcos,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,17,Bauru,Mogi,1,Equipe,0.0,75,181,11,34,16,33,10,13,11,29,40,11,3,2,19.0,15.0,10,1
0,17,Mogi,Bauru,2,Filipin,23.7,14,23,4,7,0,0,2,2,0,1,1,1,0,0,2.0,1.0,0,0
1,17,Mogi,Bauru,2,Larry,31.2,14,31,2,7,4,5,0,0,1,3,4,2,1,0,1.0,5.0,1,0
2,17,Mogi,Bauru,2,Tyrone,34.4,14,29,2,4,3,6,2,5,2,8,10,6,1,1,4.0,3.0,0,0
3,17,Mogi,Bauru,2,Jimmy,30.7,13,23,1,3,5,7,0,0,1,4,5,1,1,1,0.0,0.0,1,1
4,17,Mogi,Bauru,2,Shamell,35.5,9,37,0,7,4,7,1,2,0,5,5,7,0,0,2.0,4.0,1,0
5,17,Mogi,Bauru,2,C. Torres,23.8,8,14,0,0,3,5,2,4,2,2,4,1,0,1,1.0,5.0,2,0
6,17,Mogi,Bauru,2,Fabricio,11.9,2,5,0,1,1,1,0,0,1,0,1,0,0,0,3.0,0.0,0,0
7,17,Mogi,Bauru,2,Vieira,8.9,2,12,0,2,1,3,0,0,0,1,1,1,1,0,2.0,0.0,0,0
8,17,Mogi,Bauru,2,Equipe,0.0,76,174,9,31,21,34,7,13,7,25,32,19,4,3,15.0,18.0,6,1
0,17,L. Sorocabana,Minas,1,Crescenzi,30.2,17,42,3,8,3,7,2,4,0,1,1,3,1,0,2.0,5.0,5,0
1,17,L. Sorocabana,Minas,1,Brite,34.8,12,31,2,3,2,9,2,4,1,4,5,7,3,0,1.0,5.0,2,0
2,17,L. Sorocabana,Minas,1,Mineiro,20.9,8,12,0,0,4,6,0,0,1,4,5,0,0,0,2.0,0.0,3,0
3,17,L. Sorocabana,Minas,1,Cook,22.5,7,15,1,2,1,3,2,3,0,1,1,2,1,0,0.0,1.0,3,0
4,17,L. Sorocabana,Minas,1,Lucão,18.9,3,12,0,0,1,5,1,2,4,2,6,1,0,0,1.0,1.0,1,0
5,17,L. Sorocabana,Minas,1,Andrezão,17.6,3,9,0,2,1,1,1,1,0,1,1,0,1,1,2.0,1.0,0,0
6,17,L. Sorocabana,Minas,1,Drudi,11.2,2,6,0,0,1,3,0,0,1,3,4,0,0,0,1.0,0.0,1,0
7,17,L. Sorocabana,Minas,1,Lucas,21.2,2,7,0,0,1,3,0,1,1,0,1,2,1,1,5.0,2.0,0,0
8,17,L. Sorocabana,Minas,1,Ferros,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1,0
9,17,L. Sorocabana,Minas,1,Luis,8.6,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,1,0
10,17,L. Sorocabana,Minas,1,Raphael,10.9,0,7,0,1,0,1,0,2,0,2,2,0,0,0,1.0,1.0,0,0
11,17,L. Sorocabana,Minas,1,Leandro,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,17,L. Sorocabana,Minas,1,Equipe,0.0,54,143,6,16,14,39,8,17,11,20,31,16,7,2,16.0,17.0,18,0
0,17,Minas,L. Sorocabana,2,Roquemore,34.7,20,41,3,9,4,5,3,4,0,3,3,4,1,0,1.0,3.0,2,0
1,17,Minas,L. Sorocabana,2,Wesley,30.5,16,32,0,2,3,8,10,10,5,1,6,3,2,1,1.0,6.0,5,2
2,17,Minas,L. Sorocabana,2,Audrei,25.9,13,22,1,4,5,5,0,0,0,0,0,3,2,0,1.0,0.0,1,0
3,17,Minas,L. Sorocabana,2,Mosso,18.8,11,20,1,2,4,7,0,0,1,4,5,0,1,1,3.0,1.0,2,0
4,17,Minas,L. Sorocabana,2,Teichmann,24.9,8,12,0,0,2,3,4,6,1,11,12,3,4,0,3.0,5.0,1,0
5,17,Minas,L. Sorocabana,2,Gegê,30.8,5,11,1,3,1,1,0,0,0,2,2,5,2,0,3.0,0.0,0,0
6,17,Minas,L. Sorocabana,2,Lelê,15.2,2,5,0,1,0,0,2,2,0,2,2,0,0,0,2.0,1.0,1,0
7,17,Minas,L. Sorocabana,2,Adriano Big,4.7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0.0,0,0
8,17,Minas,L. Sorocabana,2,Augusto,14.6,0,8,0,2,0,1,0,0,0,1,1,2,0,0,1.0,0.0,1,0
9,17,Minas,L. Sorocabana,2,Jefferson,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,17,Minas,L. Sorocabana,2,Equipe,0.0,75,151,6,23,19,30,19,22,8,27,35,20,12,2,17.0,16.0,14,2
0,17,Vitória,Sesi Franca,1,Dawkins,25.0,20,36,3,6,2,3,7,12,0,0,0,2,1,0,4.0,5.0,4,0
1,17,Vitória,Sesi Franca,1,Arthur,22.5,11,27,2,6,0,2,5,5,0,1,1,1,0,0,2.0,3.0,2,0
2,17,Vitória,Sesi Franca,1,Maique,16.6,10,12,0,0,5,5,0,2,2,2,4,1,0,0,3.0,1.0,1,1
3,17,Vitória,Sesi Franca,1,Shaw,16.8,10,18,1,3,3,4,1,1,1,2,3,1,1,0,1.0,1.0,0,0
4,17,Vitória,Sesi Franca,1,Okorie,25.7,7,29,1,3,2,10,0,0,1,2,3,2,2,0,3.0,2.0,0,0
5,17,Vitória,Sesi Franca,1,André Goes,24.1,6,11,0,0,1,3,4,5,1,2,3,2,3,0,3.0,4.0,3,0
6,17,Vitória,Sesi Franca,1,Renato,20.2,6,17,0,1,2,6,2,2,1,3,4,1,3,0,2.0,1.0,0,1
7,17,Vitória,Sesi Franca,1,Kurtz,12.9,5,12,0,0,2,5,1,2,0,2,2,0,1,0,1.0,1.0,2,1
8,17,Vitória,Sesi Franca,1,Vitinho,3.8,4,4,0,0,2,2,0,0,1,0,1,0,0,0,4.0,0.0,0,0
9,17,Vitória,Sesi Franca,1,João Pedro,2.5,2,2,0,0,0,0,2,2,0,1,1,1,0,0,0.0,1.0,0,0
10,17,Vitória,Sesi Franca,1,Murilo,13.5,2,7,0,1,1,2,0,0,2,2,4,1,0,0,0.0,3.0,0,1
11,17,Vitória,Sesi Franca,1,Edu Mariano,16.4,2,12,0,2,1,3,0,0,2,2,4,4,1,0,2.0,2.0,4,0
12,17,Vitória,Sesi Franca,1,Equipe,0.0,85,187,7,22,21,45,22,31,11,23,34,16,12,0,25.0,24.0,17,4
0,17,Sesi Franca,Vitória,2,Léo Meindl,33.1,22,36,2,4,7,10,2,4,2,6,8,4,3,0,4.0,6.0,5,1
1,17,Sesi Franca,Vitória,2,Coelho,21.9,14,25,2,3,2,5,4,6,0,1,1,1,0,0,2.0,7.0,1,0
2,17,Sesi Franca,Vitória,2,Jefferson,16.9,11,35,1,4,3,10,2,3,1,1,2,1,1,1,1.0,2.0,0,0
3,17,Sesi Franca,Vitória,2,Cipolini,18.6,11,22,1,4,4,5,0,0,0,2,2,0,1,0,3.0,0.0,1,1
4,17,Sesi Franca,Vitória,2,Gruber,22.7,10,11,2,2,2,2,0,1,0,7,7,2,0,0,3.0,0.0,2,0
5,17,Sesi Franca,Vitória,2,Pedro,15.5,9,16,1,2,1,2,4,6,0,0,0,0,1,0,3.0,5.0,2,0
6,17,Sesi Franca,Vitória,2,Didi,25.0,8,8,1,1,2,2,1,1,3,1,4,2,2,0,3.0,2.0,1,0
7,17,Sesi Franca,Vitória,2,Mineiro,18.9,4,6,0,0,2,3,0,0,1,1,2,0,0,0,0.0,0.0,0,0
8,17,Sesi Franca,Vitória,2,Rafa Luz,18.6,3,3,1,1,0,0,0,0,0,3,3,5,1,0,3.0,0.0,2,0
9,17,Sesi Franca,Vitória,2,João Pedro,2.5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,0
10,17,Sesi Franca,Vitória,2,Antonio,6.4,0,7,0,1,0,2,0,0,0,0,0,2,0,0,3.0,0.0,2,0
11,17,Sesi Franca,Vitória,2,Equipe,0.0,92,171,11,22,23,42,13,21,7,24,31,17,9,1,25.0,22.0,19,2
0,17,Mogi,Minas,1,Larry,25.1,15,28,3,6,3,5,0,0,1,2,3,5,1,0,2.0,1.0,3,0
1,17,Mogi,Minas,1,Tyrone,24.4,11,18,0,1,5,7,1,1,2,8,10,2,1,0,1.0,1.0,2,0
2,17,Mogi,Minas,1,Wesley,19.6,10,21,0,1,5,9,0,0,1,4,5,0,0,0,2.0,0.0,0,2
3,17,Mogi,Minas,1,Jimmy,26.8,8,18,2,4,1,3,0,0,1,2,3,6,0,0,1.0,1.0,4,0
4,17,Mogi,Minas,1,C. Torres,17.8,8,10,1,1,1,2,3,3,1,4,5,0,0,1,2.0,2.0,0,0
5,17,Mogi,Minas,1,Vieira,17.2,7,9,1,1,2,3,0,0,0,2,2,2,3,0,4.0,3.0,3,0
6,17,Mogi,Minas,1,Filipin,25.2,6,14,0,2,2,3,2,2,1,0,1,0,0,0,1.0,4.0,0,0
7,17,Mogi,Minas,1,Lessa,10.9,5,8,1,2,1,1,0,0,0,1,1,2,3,0,2.0,0.0,2,0
8,17,Mogi,Minas,1,José Carlos,8.4,4,7,0,1,2,2,0,0,0,2,2,0,0,0,1.0,0.0,0,0
9,17,Mogi,Minas,1,Fabricio,24.6,2,12,0,2,0,1,2,4,0,8,8,2,2,0,1.0,3.0,1,0
10,17,Mogi,Minas,1,Shamell,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,17,Mogi,Minas,1,Equipe,0.0,76,145,8,21,22,36,8,10,8,34,42,19,10,1,17.0,15.0,17,2
0,17,Minas,Mogi,2,Wesley,24.5,10,24,1,2,3,8,1,2,0,2,2,1,1,0,1.0,3.0,4,1
1,17,Minas,Mogi,2,Roquemore,24.6,9,16,3,4,0,2,0,0,0,1,1,1,1,0,1.0,5.0,2,0
2,17,Minas,Mogi,2,Mosso,24.2,7,22,1,4,1,3,2,4,0,5,5,1,0,0,1.0,3.0,1,0
3,17,Minas,Mogi,2,Adriano Big,11.4,4,12,0,0,1,4,2,4,2,1,3,0,0,1,0.0,3.0,1,1
4,17,Minas,Mogi,2,Teichmann,19.9,4,9,0,1,2,3,0,0,1,3,4,1,2,2,3.0,0.0,1,0
5,17,Minas,Mogi,2,Gegê,23.9,3,16,1,4,0,2,0,0,2,2,4,3,2,0,3.0,1.0,4,0
6,17,Minas,Mogi,2,Audrei,23.4,2,26,0,6,1,4,0,0,0,0,0,0,1,0,1.0,1.0,0,0
7,17,Minas,Mogi,2,Lelê,24.8,0,7,0,1,0,2,0,0,1,3,4,1,1,0,2.0,0.0,0,0
8,17,Minas,Mogi,2,Augusto,10.1,0,4,0,0,0,2,0,0,0,0,0,0,1,0,2.0,1.0,2,0
9,17,Minas,Mogi,2,Jefferson,13.2,0,8,0,2,0,1,0,0,0,0,0,1,0,0,1.0,0.0,2,0
10,17,Minas,Mogi,2,Equipe,0.0,39,144,6,24,8,31,5,10,8,20,28,9,9,3,15.0,17.0,18,2
0,17,Botafogo,Flamengo,1,Tatum,34.8,19,38,3,6,5,10,0,0,1,4,5,3,3,0,3.0,4.0,2,0
1,17,Botafogo,Flamengo,1,Jamaal,23.1,15,29,2,5,2,4,5,6,0,1,1,6,0,0,4.0,6.0,1,0
2,17,Botafogo,Flamengo,1,Guga,27.6,14,22,2,4,4,5,0,0,0,3,3,1,0,1,1.0,0.0,0,0
3,17,Botafogo,Flamengo,1,Douglas,30.6,14,24,1,3,5,7,1,1,1,3,4,4,0,0,1.0,2.0,1,0
4,17,Botafogo,Flamengo,1,Gabriel,25.4,9,21,1,3,2,5,2,2,0,1,1,2,3,0,3.0,1.0,3,0
5,17,Botafogo,Flamengo,1,Dos Santos,15.3,9,18,0,0,3,7,3,4,2,3,5,0,1,0,2.0,2.0,2,1
6,17,Botafogo,Flamengo,1,Roberto,4.5,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0
7,17,Botafogo,Flamengo,1,Coimbra,26.4,2,16,0,2,1,5,0,0,2,7,9,2,1,0,5.0,0.0,2,1
8,17,Botafogo,Flamengo,1,Guapi,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,17,Botafogo,Flamengo,1,R. Bahia,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,17,Botafogo,Flamengo,1,Arnaldinho,8.3,0,4,0,0,0,1,0,2,1,0,1,0,0,0,1.0,1.0,0,0
11,17,Botafogo,Flamengo,1,Equipe,0.0,84,174,9,23,23,45,11,15,10,24,34,18,8,1,20.0,16.0,11,2
0,17,Flamengo,Botafogo,2,Marquinhos,28.7,19,38,2,5,5,10,3,3,1,2,3,3,0,0,2.0,3.0,2,1
1,17,Flamengo,Botafogo,2,Ramon,33.1,17,26,1,3,5,6,4,5,0,0,0,4,1,0,4.0,5.0,2,0
2,17,Flamengo,Botafogo,2,Varejão,22.9,13,15,0,0,6,7,1,1,3,7,10,3,0,1,2.0,5.0,0,0
3,17,Flamengo,Botafogo,2,Olivinha,18.7,10,22,2,6,2,2,0,0,0,4,4,0,0,0,1.0,1.0,1,0
4,17,Flamengo,Botafogo,2,JP Batista,20.2,9,18,0,0,4,8,1,2,3,9,12,5,0,0,2.0,1.0,3,0
5,17,Flamengo,Botafogo,2,Cubillan,23.6,7,20,1,4,1,3,2,2,1,1,2,4,2,0,0.0,2.0,2,0
6,17,Flamengo,Botafogo,2,Marcelinho,18.2,5,12,0,1,2,4,1,1,0,1,1,3,0,0,2.0,1.0,0,0
7,17,Flamengo,Botafogo,2,Rhett,10.3,4,4,0,0,2,2,0,0,0,0,0,0,0,0,1.0,0.0,0,1
8,17,Flamengo,Botafogo,2,Pilar,7.7,4,5,1,1,0,0,1,2,1,0,1,0,1,0,1.0,2.0,0,0
9,17,Flamengo,Botafogo,2,Pecos,16.4,2,10,0,2,1,2,0,0,0,0,0,1,1,0,1.0,0.0,1,0
10,17,Flamengo,Botafogo,2,João Vitor,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,17,Flamengo,Botafogo,2,Mogi,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,17,Flamengo,Botafogo,2,Equipe,0.0,90,170,7,22,28,44,13,16,9,25,34,23,5,1,17.0,20.0,12,2
0,17,Basq. Cearense,Sesi Franca,1,Betinho,33.8,25,47,5,10,3,5,4,7,0,6,6,0,1,0,4.0,7.0,0,0
1,17,Basq. Cearense,Sesi Franca,1,Sualisson,23.0,13,20,1,2,4,5,2,4,0,2,2,1,1,0,5.0,3.0,2,1
2,17,Basq. Cearense,Sesi Franca,1,Davi,40.0,12,46,1,8,2,8,5,6,1,7,8,2,3,0,3.0,4.0,1,0
3,17,Basq. Cearense,Sesi Franca,1,Paulinho,15.7,11,19,1,3,3,4,2,2,1,2,3,3,0,0,1.0,3.0,2,0
4,17,Basq. Cearense,Sesi Franca,1,Leonardo,24.7,8,14,0,0,4,6,0,2,6,8,14,1,0,2,4.0,1.0,4,0
5,17,Basq. Cearense,Sesi Franca,1,Rashaun,31.6,3,18,1,4,0,3,0,0,0,2,2,0,0,1,2.0,3.0,0,0
6,17,Basq. Cearense,Sesi Franca,1,Felipe,13.7,2,11,0,3,1,1,0,0,0,1,1,0,1,0,2.0,0.0,0,0
7,17,Basq. Cearense,Sesi Franca,1,Leal,8.6,1,4,0,0,0,1,1,2,2,2,4,0,0,0,2.0,1.0,1,0
8,17,Basq. Cearense,Sesi Franca,1,Felipe,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0
9,17,Basq. Cearense,Sesi Franca,1,Armani,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,17,Basq. Cearense,Sesi Franca,1,J. Gabriel,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,17,Basq. Cearense,Sesi Franca,1,W. Guilherme,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,17,Basq. Cearense,Sesi Franca,1,Equipe,0.0,75,179,9,30,17,33,14,23,10,33,43,7,6,3,24.0,22.0,10,1
0,17,Sesi Franca,Basq. Cearense,2,Jefferson,27.9,23,48,4,10,4,6,3,6,2,4,6,2,0,2,1.0,5.0,0,0
1,17,Sesi Franca,Basq. Cearense,2,Coelho,27.5,10,14,2,2,1,3,2,2,1,0,1,3,2,0,3.0,3.0,0,0
2,17,Sesi Franca,Basq. Cearense,2,Léo Meindl,27.1,8,40,1,6,1,8,3,6,2,6,8,1,0,1,3.0,4.0,1,0
3,17,Sesi Franca,Basq. Cearense,2,Rafa Luz,19.8,7,7,1,1,2,2,0,0,1,5,6,0,0,1,3.0,1.0,5,0
4,17,Sesi Franca,Basq. Cearense,2,Cipolini,21.8,7,13,1,2,2,3,0,1,1,2,3,0,1,0,2.0,5.0,0,0
5,17,Sesi Franca,Basq. Cearense,2,Mineiro,18.1,5,13,1,3,0,1,2,2,2,4,6,1,0,1,2.0,2.0,0,0
6,17,Sesi Franca,Basq. Cearense,2,Antonio,19.0,4,14,0,2,1,2,2,4,0,3,3,0,0,0,4.0,2.0,3,0
7,17,Sesi Franca,Basq. Cearense,2,Gruber,12.1,4,18,0,4,1,2,2,2,0,2,2,0,0,0,1.0,2.0,1,0
8,17,Sesi Franca,Basq. Cearense,2,Pedro,20.1,3,13,1,3,0,2,0,0,1,0,1,3,0,0,3.0,0.0,1,0
9,17,Sesi Franca,Basq. Cearense,2,Didi,6.8,2,4,0,0,1,2,0,0,1,2,3,0,1,0,1.0,0.0,1,1
10,17,Sesi Franca,Basq. Cearense,2,João Pedro,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,17,Sesi Franca,Basq. Cearense,2,Equipe,0.0,73,184,11,33,13,31,14,23,13,30,43,10,4,5,23.0,24.0,12,1
0,17,Pinheiros,Minas,1,Bennett,33.8,16,30,2,4,5,9,0,0,3,1,4,0,3,0,2.0,1.0,3,0
1,17,Pinheiros,Minas,1,Holloway,36.9,15,34,0,1,7,14,1,3,2,12,14,4,1,0,2.0,5.0,0,0
2,17,Pinheiros,Minas,1,Lupa,24.4,12,26,0,0,4,10,4,6,2,3,5,0,2,2,3.0,3.0,3,0
3,17,Pinheiros,Minas,1,Ansaloni,22.4,6,11,1,2,1,1,1,3,0,5,5,1,1,0,4.0,2.0,1,0
4,17,Pinheiros,Minas,1,Ware,26.8,5,22,0,4,2,3,1,4,0,2,2,2,0,0,2.0,3.0,3,0
5,17,Pinheiros,Minas,1,Ruivo,31.3,4,17,0,3,2,4,0,0,2,1,3,4,2,0,2.0,3.0,2,0
6,17,Pinheiros,Minas,1,Gemerson,11.2,2,7,0,1,1,2,0,0,0,0,0,1,0,0,0.0,3.0,1,0
7,17,Pinheiros,Minas,1,Vitor,3.1,2,5,0,1,1,1,0,0,0,0,0,0,0,0,2.0,0.0,0,0
8,17,Pinheiros,Minas,1,Toledo,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,17,Pinheiros,Minas,1,Sena,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,17,Pinheiros,Minas,1,Gui Bento,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,17,Pinheiros,Minas,1,Arthur,10.1,0,6,0,0,0,3,0,0,0,2,2,0,1,0,0.0,0.0,0,0
12,17,Pinheiros,Minas,1,Equipe,0.0,62,158,3,16,23,47,7,16,11,28,39,12,10,2,18.0,20.0,13,0
0,17,Minas,Pinheiros,2,Wesley,24.4,23,37,1,2,7,11,6,9,1,1,2,0,1,1,4.0,5.0,1,0
1,17,Minas,Pinheiros,2,Roquemore,27.7,11,28,1,4,3,7,2,2,2,5,7,5,0,1,0.0,4.0,1,0
2,17,Minas,Pinheiros,2,Jefferson,31.2,11,35,0,5,5,9,1,2,0,4,4,3,0,1,2.0,3.0,3,0
3,17,Minas,Pinheiros,2,Audrei,26.6,7,14,1,2,1,3,2,2,0,4,4,1,1,2,1.0,0.0,1,0
4,17,Minas,Pinheiros,2,Gegê,25.6,6,13,2,3,0,2,0,0,0,1,1,3,0,0,1.0,0.0,2,0
5,17,Minas,Pinheiros,2,Teichmann,31.6,4,7,0,0,2,3,0,1,2,3,5,5,5,2,4.0,2.0,5,0
6,17,Minas,Pinheiros,2,Adriano Big,5.7,2,6,0,0,1,3,0,0,1,0,1,0,0,0,2.0,0.0,0,1
7,17,Minas,Pinheiros,2,Lelê,13.7,0,4,0,0,0,2,0,0,0,3,3,0,1,2,2.0,1.0,1,0
8,17,Minas,Pinheiros,2,Augusto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,17,Minas,Pinheiros,2,Mosso,13.4,0,9,0,3,0,0,0,0,0,1,1,1,1,0,4.0,1.0,1,0
10,17,Minas,Pinheiros,2,Equipe,0.0,64,153,5,19,19,40,11,16,7,29,36,18,9,9,20.0,16.0,16,1
0,17,Mogi,Flamengo,1,Larry,32.0,14,34,4,8,1,5,0,0,2,3,5,3,3,0,0.0,0.0,0,0
1,17,Mogi,Flamengo,1,Tyrone,32.7,13,37,1,6,3,6,4,7,2,6,8,4,3,0,4.0,6.0,2,1
2,17,Mogi,Flamengo,1,Shamell,32.4,10,36,0,6,2,6,6,6,1,3,4,5,1,1,1.0,4.0,1,0
3,17,Mogi,Flamengo,1,Fabricio,15.1,8,10,2,2,1,2,0,0,0,1,1,1,1,0,3.0,0.0,0,0
4,17,Mogi,Flamengo,1,Wesley,14.9,8,12,0,0,3,5,2,2,2,1,3,0,1,1,2.0,1.0,0,2
5,17,Mogi,Flamengo,1,C. Torres,20.2,6,19,1,3,1,4,1,2,2,4,6,1,0,0,2.0,1.0,0,0
6,17,Mogi,Flamengo,1,Jimmy,24.9,6,24,0,4,3,6,0,0,1,1,2,0,0,1,3.0,0.0,0,1
7,17,Mogi,Flamengo,1,Vieira,12.1,4,6,0,0,2,3,0,0,0,0,0,0,1,0,2.0,1.0,1,0
8,17,Mogi,Flamengo,1,Filipin,15.8,3,16,1,4,0,2,0,0,0,0,0,0,2,0,2.0,2.0,1,0
9,17,Mogi,Flamengo,1,Lessa,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,17,Mogi,Flamengo,1,José Carlos,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,17,Mogi,Flamengo,1,Equipe,0.0,72,194,9,33,16,39,13,17,14,20,34,14,12,3,20.0,15.0,5,4
0,17,Flamengo,Mogi,2,Cubillan,33.1,20,47,5,14,1,1,3,3,0,0,0,5,0,0,1.0,2.0,1,0
1,17,Flamengo,Mogi,2,Marquinhos,33.2,15,27,2,5,3,4,3,4,0,7,7,3,0,0,2.0,4.0,1,0
2,17,Flamengo,Mogi,2,Varejão,24.4,10,28,0,0,3,11,4,6,3,8,11,0,1,1,4.0,4.0,5,0
3,17,Flamengo,Mogi,2,JP Batista,18.9,8,14,0,0,4,7,0,0,1,4,5,2,1,0,3.0,2.0,0,0
4,17,Flamengo,Mogi,2,Ramon,23.9,6,9,0,1,2,2,2,2,0,0,0,3,0,0,1.0,1.0,0,0
5,17,Flamengo,Mogi,2,Marcelinho,23.3,6,11,0,1,1,2,4,4,0,5,5,1,0,1,2.0,3.0,3,0
6,17,Flamengo,Mogi,2,Olivinha,18.0,5,13,1,3,1,2,0,0,3,2,5,1,1,1,1.0,0.0,1,0
7,17,Flamengo,Mogi,2,Rhett,14.1,5,7,1,1,0,1,2,2,0,2,2,0,0,0,1.0,2.0,0,0
8,17,Flamengo,Mogi,2,Pecos,10.8,0,4,0,0,0,2,0,0,0,2,2,0,0,0,0.0,0.0,2,0
9,17,Flamengo,Mogi,2,João Vitor,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,17,Flamengo,Mogi,2,Pilar,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,17,Flamengo,Mogi,2,Mogi,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,17,Flamengo,Mogi,2,Equipe,0.0,75,160,9,25,15,32,18,21,11,35,46,15,3,3,16.0,18.0,14,0
0,17,Oral Sin Campo Mourão,Paulistano,1,César,30.4,23,35,4,5,4,8,3,4,0,1,1,0,0,0,3.0,5.0,3,0
1,17,Oral Sin Campo Mourão,Paulistano,1,Pastor,28.9,12,35,0,6,4,6,4,5,3,3,6,2,1,0,2.0,4.0,2,0
2,17,Oral Sin Campo Mourão,Paulistano,1,Jones,16.0,10,31,2,7,2,5,0,0,2,1,3,0,0,0,1.0,0.0,1,0
3,17,Oral Sin Campo Mourão,Paulistano,1,Brown,34.7,9,27,0,3,4,8,1,2,1,2,3,7,1,0,2.0,2.0,4,1
